date,name,team,opponent,minutes,points,rebounds,assists,steals,blocks,turnovers,three_pt_fg,three_pt_attempts,two_pt_fg,two_pt_attempts,free_throws_made,free_throw_attempts,offensive_rebounds,defensive_rebounds,fouls,dk_points,dk_std,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,price,value,proj_own,position,roster_pos,injury,injury_notes,injury_confirmed,confirmed,site,slate,gid,pid,num_games,possessions,double_doubles,triple_doubles,timestamp,points_rebounds,points_assists,rebounds_assists,points_rebounds_assists,stocks
,Paul George,PHI,CHA,28.9372,17.1827,5.85867,3.856,1.62333,0.527333,2.21333,2.36333,5.86733,3.66267,6.90067,2.76733,3.17867,1.23667,4.622,1.87,34.8083,10.6433,27.5,34.0,41.75,45.75,53.5,61.2525,7600,4.504697368421053,0.0,SF/SG,SF/SG,D,,False,True,fd,ad282c29-638c-4bab-a93f-236ca2453582,20e605dc-1bfd-42f0-8366-452cad3ca70f,758b3386-83e4-4c8b-a460-dbecc128be90,1500,53.8407,0.0906667,0.002,1733281845000,23.04137,21.0387,9.71467,26.897370000000002,2.1506629999999998
,Cody Martin,CHA,PHI,24.3816,9.716,4.138,3.15267,1.17533,0.556,1.26333,1.21067,3.34667,2.31067,4.25333,1.46267,2.11867,0.989333,3.14867,1.90867,23.0698,8.27659,17.75,23.0,28.5,31.25,37.25,43.2625,5300,4.4040188679245285,0.016,SF/SG,SF/SG,,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,20e605dc-1bfd-42f0-8366-452cad3ca70f,15fa149a-514d-421f-b086-724505d97ec6,1500,45.5613,0.0106667,0.0,1733281845000,13.854,12.86867,7.29067,17.00667,1.73133
,Adem Bona,PHI,CHA,17.248,4.50133,3.87,1.37467,0.352,0.650667,0.646667,0.437333,1.22267,1.21733,2.37,0.754667,0.993333,0.813333,3.05667,1.354,13.3085,7.65842,8.0,13.0,18.0625,21.2875,26.5,32.7525,4000,3.392175,0.0,C,C,,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,20e605dc-1bfd-42f0-8366-452cad3ca70f,030b770f-0549-44a3-a4df-7fa7a4d9b69a,1500,32.1367,0.00466667,0.0,1733281845000,8.37133,5.876,5.24467,9.746,1.002667
,Kyle Lowry,PHI,CHA,20.0872,5.0,2.28267,2.956,0.927333,0.308,0.800667,0.92,2.59067,0.707333,1.516,0.825333,0.978667,0.492,1.79067,1.49533,14.8187,7.46917,9.5,14.5,19.5,22.5,27.5,34.0025,4100,3.6776829268292683,0.000666667,PG,PG,GTD,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,20e605dc-1bfd-42f0-8366-452cad3ca70f,79e1fa86-5aab-44b7-9911-7b3d19a5e955,1500,37.5753,0.000666667,0.0,1733281845000,7.2826699999999995,7.9559999999999995,5.23867,10.238669999999999,1.235333
,Josh Green,CHA,PHI,32.3791,12.526,3.302,2.01,1.09467,0.36,1.136,1.772,4.82667,2.818,4.67067,1.574,2.23733,0.776,2.526,2.42933,22.9028,8.50546,16.75,22.5,28.5,31.75,38.0,44.7525,4800,4.735708333333334,0.0706667,SF/SG,SF/SG,,,True,True,fd,ad282c29-638c-4bab-a93f-236ca2453582,20e605dc-1bfd-42f0-8366-452cad3ca70f,ad3e7e84-01a1-4c57-ae18-dfb7ed18bcd1,1500,60.756,0.00466667,0.0,1733281845000,15.828,14.536,5.311999999999999,17.838,1.4546700000000001
,Tidjane Salaun,CHA,PHI,31.6711,8.33267,5.094,2.05133,0.896667,0.407333,1.18667,1.68667,4.82133,1.264,2.68867,0.744667,1.046,1.27667,3.81733,2.558,20.6692,8.03446,15.0,20.0,25.5,29.0,35.25,41.5,4900,4.132204081632653,0.014,PF/SF,PF/SF,,,True,True,fd,ad282c29-638c-4bab-a93f-236ca2453582,20e605dc-1bfd-42f0-8366-452cad3ca70f,b6a44e71-b635-49cd-8412-d2e7b8b736cf,1500,59.4187,0.0226667,0.0,1733281845000,13.426670000000001,10.384,7.14533,15.478000000000002,1.304
,Kelly Oubre,PHI,CHA,31.1805,11.6807,4.51467,1.41067,1.318,0.605333,1.178,1.43933,4.196,2.71133,5.136,1.94,2.63267,1.01467,3.5,2.11533,23.4513,8.4487,17.5,22.75,28.75,32.25,38.25,45.255,6000,3.9677166666666666,0.014,SG/SF,SG/SF,,,True,True,fd,ad282c29-638c-4bab-a93f-236ca2453582,20e605dc-1bfd-42f0-8366-452cad3ca70f,3548175b-6072-4f1f-8058-d55f01dd8a7d,1500,57.968,0.0226667,0.0,1733281845000,16.19537,13.09137,5.92534,17.60604,1.923333
,Tyrese Maxey,PHI,CHA,36.5868,25.7467,3.93267,4.78733,1.356,0.391333,2.04667,3.27267,7.632,5.94333,10.588,4.042,4.70267,0.811333,3.12133,3.486,42.0042,10.9661,34.5,41.75,49.5,53.5,60.25,67.7525,8800,4.641159090909091,0.0413333,PG,PG,,,True,True,fd,ad282c29-638c-4bab-a93f-236ca2453582,20e605dc-1bfd-42f0-8366-452cad3ca70f,3fa09146-0f72-4fbb-8a78-26db0017b737,1500,68.0787,0.034,0.000666667,1733281845000,29.67937,30.53403,8.719999999999999,34.466699999999996,1.747333
,Moussa Diabate,CHA,PHI,11.6077,3.172,3.30133,0.93,0.387333,0.344,0.433333,0.102,0.304,1.09133,2.002,0.683333,1.07133,0.877333,2.424,0.732,10.0057,8.33158,2.1875,9.25,15.5,19.0,24.5,32.255,4800,2.143604166666667,0.0,C,C,,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,20e605dc-1bfd-42f0-8366-452cad3ca70f,3692d76c-6f9d-4f56-a371-2667e43d3df9,1500,21.7147,0.01,0.0,1733281845000,6.473330000000001,4.102,4.23133,7.40333,0.731333
,Caleb Martin,PHI,CHA,21.8288,7.73467,3.964,1.33533,0.834,0.585333,0.856,1.058,2.81467,1.72667,3.274,1.10733,1.45,0.858667,3.10533,1.81533,17.6433,7.83302,12.25,17.25,22.5,25.75,32.0,37.5075,4900,3.6523469387755103,0.00866667,PF/SF,PF/SF,GTD,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,20e605dc-1bfd-42f0-8366-452cad3ca70f,7b46e237-bd9e-42a3-9b75-488a60222aff,1500,40.8407,0.00733333,0.0,1733281845000,11.69867,9.07,5.299329999999999,13.033999999999999,1.419333
,Mark Williams,CHA,PHI,16.1219,6.902,4.566,0.618,0.188,0.592667,0.475333,0.0946667,0.27,2.58733,4.38333,1.44333,2.044,1.11533,3.45067,1.18667,14.9635,8.89917,8.75,14.75,21.0,23.75,30.0125,37.5075,5100,2.975470588235294,0.0,C,C,GTD,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,20e605dc-1bfd-42f0-8366-452cad3ca70f,6a0445f1-6ed3-44f6-982b-8dae78b946a6,1500,30.24,0.0373333,0.0,1733281845000,11.468,7.5200000000000005,5.184,12.086,0.780667
,Nick Smith,CHA,PHI,5.5133,2.21533,0.621333,0.589333,0.102667,0.0613333,0.308,0.373333,0.95,0.416,0.956667,0.263333,0.328667,0.167333,0.454,0.508667,4.23667,5.85349,0.0,1.5,7.0,10.5,16.25,23.5,3600,1.119147222222222,0.0,SG,SG,,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,20e605dc-1bfd-42f0-8366-452cad3ca70f,659f578c-a998-4d78-b99b-42211534ab7c,1500,10.5127,0.0,0.0,1733281845000,2.8366629999999997,2.8046629999999997,1.210666,3.4259959999999996,0.1640003
,Johnny Furphy,IND,TOR,5.1201,1.81967,0.739333,0.428,0.187,0.141333,0.206333,0.217,0.606,0.419333,0.817333,0.33,0.425,0.205,0.534333,0.584333,4.04783,5.50302,0.0,1.5,6.5,9.75,15.5,22.75,3600,1.146536111111111,0.0,SG,SG,,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,29d86339-2267-4077-8752-7175f1aa4449,3000,10.607,0.0,0.0,1733281845000,2.5590029999999997,2.24767,1.167333,2.9870029999999996,0.328333
,RJ Barrett,TOR,IND,37.3551,25.6847,5.772,5.43167,0.926333,0.348667,3.46867,1.836,5.10133,7.46333,13.6527,5.25,7.20767,1.47,4.302,3.10033,42.9813,11.1442,35.0,42.5,50.25,54.75,62.0,70.5075,8000,5.1393625,0.188667,SF/PF,SF/PF,,,True,True,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,44abb6f4-247f-4740-b442-f5286c450d03,3000,77.1257,0.123,0.00533333,1733281845000,31.456699999999998,31.11637,11.20367,36.888369999999995,1.275
,Ochai Agbaji,TOR,IND,29.2066,9.71,3.732,1.91233,1.004,0.615333,0.897,1.27967,3.506,2.34267,3.888,1.18567,1.635,0.974,2.758,2.87567,20.685,8.05095,15.0,20.0,25.75,29.0,34.7625,42.2525,4500,4.670644444444445,0.06,SG,SG,,,True,True,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,159b8369-a2f7-4ef6-84bf-43ef750509b4,3000,60.4177,0.00766667,0.0,1733281845000,13.442,11.622330000000002,5.64433,15.354330000000001,1.6193330000000001
,Jonathan Mogbo,TOR,IND,18.6443,4.619,3.39667,1.98033,0.767667,0.371,0.656,0.199667,0.654667,1.31533,2.721,1.38933,1.94033,0.977,2.41967,1.48467,13.8865,7.00369,9.0,13.75,18.5,21.25,25.5,31.5,3800,3.7961842105263157,0.0,PF,PF,,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,a3aba29f-bf29-4e40-9059-998d69fc4f6f,3000,38.3583,0.00133333,0.0,1733281845000,8.01567,6.59933,5.377,9.996,1.1386669999999999
,Davion Mitchell,TOR,IND,23.8249,7.55233,1.892,4.20167,0.941333,0.161333,1.52,0.944,2.76933,1.886,3.744,0.948333,1.312,0.539333,1.35267,2.07467,18.1512,7.34288,13.0,18.0,23.0,25.5,30.75,37.2525,4000,4.4783,0.0253333,PG,PG,,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,f997eaae-d9ff-4920-a018-bee297448125,3000,49.1833,0.00933333,0.0,1733281845000,9.44433,11.754000000000001,6.0936699999999995,13.646,1.102666
,Myles Turner,IND,TOR,32.6344,16.6623,7.732,1.35067,0.961333,2.026,1.84867,1.775,4.72933,4.06767,6.86833,3.202,4.13933,1.85167,5.88033,3.18067,34.6592,10.6534,26.75,34.25,41.75,46.0,52.75,60.5,6600,5.315166666666666,0.08,C,C,,,True,True,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,ae36ffcf-39a7-4be6-ac63-5e59000f8df9,3000,67.0337,0.245333,0.0,1733281845000,24.394299999999998,18.01297,9.08267,25.74497,2.9873329999999996
,Quenton Jackson,IND,TOR,9.67146,3.30667,1.28633,0.949,0.349,0.166,0.417333,0.213333,0.658667,0.915,1.582,0.836667,1.02767,0.318667,0.967667,0.892667,7.26608,6.75537,1.25,6.0,11.75,14.5,20.0,26.7525,3900,1.8978025641025642,0.0,SG,SG,,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,f62f9744-5c8a-4a9d-b7dc-6889019a850a,3000,20.0217,0.0,0.0,1733281845000,4.593,4.25567,2.23533,5.542,0.515
,Jamison Battle,TOR,IND,11.2882,4.47633,1.60167,1.01967,0.099,0.114667,0.355,0.823333,2.145,0.698333,1.28033,0.609667,0.791667,0.467,1.13467,1.39267,8.66942,7.53418,1.5,7.75,13.75,17.0,22.25,29.5025,3700,2.219954054054054,0.0,SF,SF,,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,00176c75-b4c2-40b4-be2c-27bb3bf2f38c,3000,23.4027,0.0,0.0,1733281845000,6.077999999999999,5.496,2.62134,7.097669999999999,0.213667
,Bruno Fernando,TOR,IND,4.71629,2.02267,1.44567,0.423667,0.102333,0.210667,0.271,0.0216667,0.061,0.714333,1.311,0.529,0.761333,0.409667,1.036,0.463,4.96908,6.89346,0.0,1.5,8.0,12.5,20.0125,27.25,3600,1.405825,0.0,PF/C,PF/C,,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,8c06aacc-67f9-4033-9179-f7c2dc077058,3000,9.817,0.00166667,0.0,1733281845000,3.4683400000000004,2.446337,1.869337,3.8920070000000004,0.313
,Ja'Kobe Walter,TOR,IND,24.8903,9.308,3.64,2.40067,0.893333,0.4,1.14467,1.02633,2.88867,2.10567,4.393,2.01767,2.72,0.943667,2.69633,2.778,19.9995,7.99526,14.25,19.0,25.0,28.25,34.75,41.7525,4100,4.881048780487805,0.0693333,SG,SG,,,True,True,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,8a0e3b7e-137c-47bb-9e67-cf6c018ec5d4,3000,51.625,0.00866667,0.0,1733281845000,12.948,11.70867,6.04067,15.34867,1.293333
,Bennedict Mathurin,IND,TOR,35.0613,18.1503,6.24733,1.89967,1.182,0.42,1.70333,1.53733,4.136,4.50333,8.19767,4.53167,5.521,1.52867,4.71867,2.60067,32.098,9.68358,25.25,31.75,38.5,42.0,48.5,56.5,6500,4.861430769230769,0.110667,SF/SG,SF/SG,,,True,True,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,3f1b1692-cdcf-4169-9143-ffe05a717eb1,3000,71.8297,0.111333,0.000333333,1733281845000,24.39763,20.049970000000002,8.147,26.2973,1.6019999999999999
,Garrett Temple,TOR,IND,4.91269,1.88067,0.704333,0.453667,0.252333,0.0846667,0.245667,0.291,0.803,0.344,0.643333,0.319667,0.426,0.188,0.516333,0.291667,4.13825,5.86032,0.0,1.25,6.5625,10.2875,16.5,23.5025,3500,1.191914285714286,0.0,SF,SF,,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,a3b5f387-2bed-4243-9005-b49a20b57e3c,3000,10.2097,0.0,0.0,1733281845000,2.585003,2.334337,1.158,3.0386699999999998,0.33699969999999996
,Obi Toppin,IND,TOR,19.263,9.60667,3.74033,1.241,0.710667,0.439,0.764333,1.208,3.18733,2.367,3.489,1.24867,1.61233,0.934667,2.80567,2.035,18.6777,8.81348,12.5,18.5,24.5,27.75,33.75,41.5,4100,4.5466341463414635,0.0253333,PF,PF,,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,9683a3cc-c016-468c-9b00-08401f99dce0,3000,39.8313,0.00866667,0.0,1733281845000,13.347,10.847669999999999,4.98133,14.588,1.149667
,Jakob Poeltl,TOR,IND,32.3344,15.826,10.9487,2.30267,1.06767,1.259,1.82733,0.00866667,0.018,6.836,11.1733,2.128,3.70033,2.8,8.14867,2.456,37.5603,11.1606,29.5,37.5,45.0,49.25,56.5,64.75,7600,4.943565789473684,0.056,C,C,,,True,True,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,c788187d-c54c-4fdf-ae66-be36fbd61985,3000,66.9253,0.567,0.0,1733281845000,26.774700000000003,18.12867,13.251370000000001,29.077370000000002,2.32667
,Pascal Siakam,IND,TOR,35.8611,22.4137,6.968,3.84567,1.221,0.439333,1.617,1.34,3.715,7.02433,13.1707,4.345,5.837,1.69133,5.27667,3.10233,40.3448,10.3779,33.0,40.0,47.0625,51.25,57.75,65.25,7500,5.32104,0.0853333,PF,PF,,,True,True,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,4df203cb-d010-4897-8c8c-242f62770557,3000,73.645,0.177667,0.00133333,1733281845000,29.3817,26.259369999999997,10.81367,33.22737,1.660333
,Chris Boucher,TOR,IND,13.1685,7.76167,3.49933,0.330333,0.559333,0.498333,0.669,0.663,1.87667,2.079,3.30467,1.61467,2.11867,0.974,2.52533,1.29867,14.7742,10.6789,5.75,14.5,22.0,26.25,33.2625,40.25,4300,3.4791627906976745,0.0,C/PF,C/PF,,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,c14d67dc-1fda-4c50-9749-6c1b77b76601,3000,27.1783,0.0203333,0.0,1733281845000,11.261,8.092003,3.829663,11.591332999999999,1.057666
,Jarace Walker,IND,TOR,19.3964,7.447,4.29467,1.64367,1.46067,0.507667,1.36833,1.216,3.05733,1.28333,2.63867,1.23233,1.57733,1.105,3.18967,2.332,19.1663,9.11489,12.75,18.5,25.0,28.75,35.5,43.0,4500,4.356177777777778,0.0326667,PF/C,PF/C,,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,c5c16240-ee94-4087-aedd-2f8ef1b741ec,3000,40.5993,0.0166667,0.0,1733281845000,11.74167,9.09067,5.93834,13.38534,1.968337
,Scottie Barnes,TOR,IND,36.91,25.9967,7.27933,6.98133,1.404,0.839,3.72867,1.648,4.52433,8.37,14.4243,4.31267,5.65,1.89867,5.38067,2.46733,49.679,12.3317,41.0,49.5,58.0,62.75,70.2625,78.2525,9100,5.297164835164835,0.254,PF/SF,PF/SF,,,True,True,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,7f21123c-99fb-4d68-ab37-3d0e6e5e690c,3000,76.2757,0.347667,0.048,1733281845000,33.27603,32.978030000000004,14.26066,40.25736,2.243
,Tyrese Haliburton,IND,TOR,34.8587,19.1683,2.72833,7.915,1.68367,0.455333,1.90633,2.842,7.41667,3.90267,6.78,2.837,3.37633,0.655667,2.07267,3.06467,39.6006,11.0282,32.0,39.5,47.0,51.25,58.0125,66.0025,8600,4.514593023255814,0.0733333,PG/SG,PG/SG,,,True,True,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,0a8e3926-18ab-4c7c-9ba0-0f4903167fc0,3000,71.6193,0.267,0.001,1733281845000,21.89663,27.083299999999998,10.64333,29.811629999999997,2.1390029999999998
,Moses Brown,IND,TOR,3.69206,1.87767,1.29,0.074,0.106,0.0906667,0.194667,0.0366667,0.086,0.672333,1.12,0.423,0.803667,0.339,0.951,0.382,3.9225,6.00541,0.0,1.25,5.75,9.75,16.75,26.25,3700,1.0627027027027027,0.0,C,C,,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,60a2e4e5-33c9-4bc4-ad75-a6eef683d10f,3000,7.67533,0.00466667,0.0,1733281845000,3.16767,1.95167,1.364,3.24167,0.1966667
,T.J. McConnell,IND,TOR,19.8053,9.86667,2.92,4.25333,1.28667,0.283333,1.328,0.237667,0.619667,3.95633,6.86767,1.241,1.53,0.737333,2.18267,2.367,22.5225,9.68458,16.0,22.5,28.75,32.5,39.0,46.75,4900,4.72095918367347,0.07,PG,PG,,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,0456b57a-adc7-4630-a065-3c045e76cd4f,3000,40.8657,0.0206667,0.0,1733281845000,12.786669999999999,14.12,7.17333,17.04,1.570003
,Enrique Freeman,IND,TOR,2.02422,0.903,0.324667,0.174333,0.0363333,0.045,0.0993333,0.068,0.173667,0.260667,0.406667,0.177667,0.219333,0.0753333,0.249333,0.243667,1.71733,3.44544,0.0,0.0,2.0,4.0,8.75,16.2525,3500,0.48536285714285715,0.0,PF,PF,,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,ae460ebd-805f-40d8-aea3-5de60847e419,3000,4.28,0.0,0.0,1733281845000,1.227667,1.077333,0.499,1.4020000000000001,0.0813333
,Jamal Shead,TOR,IND,3.87407,1.92533,0.466,0.461,0.165667,0.027,0.266,0.161667,0.469667,0.456667,0.873667,0.527,0.618667,0.141667,0.324333,0.443,3.5325,5.63319,0.0,0.0,5.0,9.0375,15.5,23.75,3700,0.9427108108108109,0.0,PG,PG,,,False,False,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,885181b9-8d19-48fa-a795-33b4257f8873,3000,8.02967,0.0,0.0,1733281845000,2.39133,2.38633,0.927,2.85233,0.192667
,Andrew Nembhard,IND,TOR,23.7372,8.55333,2.35933,3.67767,0.804333,0.181,0.940667,0.954,2.37333,2.408,4.31967,0.875333,1.09367,0.548667,1.81067,2.11733,19.0073,8.02374,13.0,18.25,24.0625,27.5,33.25,39.7525,4600,4.112260869565217,0.018,SG/PG,SG/PG,,,True,True,fd,ad282c29-638c-4bab-a93f-236ca2453582,302b3c24-da92-4722-b587-b22c6b079fc2,bbd88b81-9804-402d-b652-27528d39fcb6,3000,48.082,0.00733333,0.0,1733281845000,10.91266,12.231000000000002,6.037,14.590330000000002,0.985333
