player,team,game_id,prop_type,line,over_odds,under_odds,sportsbook,player_id,player_position,player_jersey,opponent,game_date,game_time,event_status,home_team,away_team,market_id,market_name,participant_id,consensus_line,consensus_over_odds,consensus_under_odds,opening_line,opening_odds,opening_book,opening_time,expert_over_picks,expert_under_picks,system_over_picks,system_under_picks,last_5_over,last_5_under,season_over,season_under,h2h_over,h2h_under,projected_value,projected_probability,projected_ev,bet_rating,line_diff,opp_rank,opp_value,timestamp,url
Kevin Durant,PHO,25119,ast,26.5,-112,-108,fd,,F,35,,,,closed,,,156,,2331,27.5,-110,-120,26.5,-110,19,2024-10-31 08:14:53,0,0,138,138,1,4,6,7,1,4,28.1,0.50106906852091,-0.05154783458542023,2,1.6,4,107.0,,
Walker Kessler,UTH,25118,pra,9.5,-110,-110,fd,,C,24,,,,closed,,,157,,5537,9.5,-110,-110,9.5,100,10,2024-11-01 00:12:32,0,0,35,35,4,1,10,5,1,3,7.9,0.72895182605173,0.39163530428057547,5,-1.6,18,44.6,,
Ja Morant,MEM,25116,to,26.5,-113,-113,fd,,G,12,,,,closed,,,336,,4469,26.5,-115,-113,23.5,-125,19,2024-10-31 05:13:52,0,0,39,39,2,3,5,8,1,0,24.9,0.59474651565982,0.12107086580125359,4,-1.6,20,158.0,,
Tari Eason,HOU,25117,to,11.5,-122,-104,fd,,F,17,,,,closed,,,336,,5528,11.5,-120,-104,11.5,-120,19,2024-10-31 14:17:44,1,1,50,50,2,3,13,6,2,0,13.1,0.61928911485272,0.12690314342052322,4,1.6,9,155.1,,
Giannis Antetokounmpo,MIL,25116,pa,47.5,-108,-120,fd,,F,34,,,,closed,,,338,,2803,47.5,-110,-120,46.5,-120,19,2024-10-31 05:13:51,2,2,51,51,3,2,11,8,2,1,49.1,0.55664336769436,0.07205389333728585,3,1.6,10,181.1,,
Victor Wembanyama,SAS,25118,pts,3.5,-122,100,fd,,C,1,,,,closed,,,151,,5971,3.5,-125,100,4.5,115,19,2024-10-31 07:15:01,2,2,41,41,3,2,7,10,3,3,5.0,0.73497408470264,0.33741185904906634,5,1.5,26,28.1,,
Daniel Gafford,DAL,25117,ast,8.5,-110,-110,fd,,F,21,,,,closed,,,156,,4527,8.5,-110,-115,8.5,-137,36,2024-10-30 20:31:45,8,8,140,140,4,0,18,3,0,3,10.0,0.63492856812499,0.2121363573295263,5,1.5,3,106.6,,
Terance Mann,LAC,25119,ast,6.5,-108,-112,fd,,G,14,,,,closed,,,156,,4541,6.5,-110,-115,6.5,100,19,2024-10-31 08:14:56,0,0,138,138,1,3,9,12,5,1,8.0,0.60704253143627,0.16911894943281625,4,1.5,18,113.5,,
Terance Mann,LAC,25119,to,9.5,-115,-111,fd,,G,14,,,,closed,,,336,,4541,9.5,-115,-115,8.5,-130,19,2024-10-31 08:14:55,3,3,45,45,1,3,6,14,5,1,11.0,0.60411114064357,0.12942517598580472,4,1.5,19,157.6,,
Chris Paul,SAS,25118,pts,7.5,-134,110,fd,,G,3,,,,closed,,,151,,2307,7.5,-135,110,7.5,110,19,2024-10-31 07:15:00,2,2,41,41,3,2,15,7,4,2,8.9,0.66426204951864,0.15997999692061016,4,1.4,26,28.1,,
Jeremy Sochan,SAS,25118,pts,2.5,-164,134,fd,,F,10,,,,closed,,,151,,5494,2.5,-155,120,3.5,110,19,2024-10-31 07:15:01,2,2,41,41,2,3,5,4,3,1,3.9,0.74687489737022,0.20228642015693943,5,1.4,26,28.1,,
Ja Morant,MEM,25116,ast,21.5,-110,-110,fd,,G,12,,,,closed,,,156,,4469,21.5,-110,-110,18.5,-130,19,2024-10-31 05:13:52,0,0,100,100,3,2,7,6,1,0,20.1,0.60812402685339,0.16096405126556257,4,-1.4,14,112.5,,
Giannis Antetokounmpo,MIL,25116,blk,35.5,-104,-120,fd,,F,34,,,,closed,,,335,,2803,35.5,-115,-115,34.5,-120,19,2024-10-31 05:13:51,0,0,13,13,5,0,12,7,2,1,36.9,0.55054657987677,0.07991829129674122,3,1.4,14,137.6,,
Kevin Durant,PHO,25119,to,33.5,-108,-118,fd,,F,35,,,,closed,,,336,,2331,33.5,-110,-118,32.5,-120,19,2024-10-31 08:14:52,3,3,45,45,1,4,6,7,1,4,34.9,0.5420659992495,0.04397896151755565,3,1.4,2,148.2,,
Kyrie Irving,DAL,25117,ast,23.5,100,-122,fd,,G,11,,,,closed,,,156,,2074,23.5,-110,-120,23.5,-137,36,2024-10-30 20:31:44,8,8,140,140,3,2,9,12,4,0,24.8,0.54300037035038,0.08600074070075991,3,1.3,3,106.6,,
Devin Booker,PHO,25119,ast,25.5,100,-122,fd,,G,1,,,,closed,,,156,,3024,26.5,-115,-115,25.5,-105,19,2024-10-31 08:14:52,0,0,138,138,4,1,10,11,3,3,24.2,0.65579659536598,0.19333478828891448,4,-1.3,4,107.0,,
Julian Champagnie,SAS,25118,3pm,1.5,-148,116,fd,,F,30,,,,closed,,,162,,5498,1.5,-148,115,1.5,-155,19,2024-10-31 07:14:59,0,0,71,71,4,1,14,7,3,3,2.8,0.76892176202417,0.28846349312158204,5,1.3,26,14.2,,
Bradley Beal,PHO,25119,blk,20.5,-120,-106,fd,,G,3,,,,closed,,,335,,2735,20.5,-115,-115,20.5,-110,19,2024-10-31 08:14:52,0,0,12,12,2,2,5,7,4,1,21.8,0.55520782538619,0.01788101320801494,3,1.3,5,131.9,,
Daniel Gafford,DAL,25117,to,15.5,-113,-113,fd,,F,21,,,,closed,,,336,,4527,15.5,-113,-115,15.5,-105,19,2024-10-30 23:20:52,1,1,50,50,3,1,15,6,0,3,16.8,0.60528215070409,0.14093007168116078,4,1.3,5,151.3,,
Jalen Green,HOU,25117,pr,7.5,-128,100,fd,,G,4,,,,closed,,,337,,5252,7.5,-130,100,8.5,-110,19,2024-10-30 23:20:55,0,0,47,47,2,3,10,13,5,0,8.8,0.65216559971511,0.16166997449253973,4,1.3,18,70.5,,
Alperen Sengun,HOU,25117,pts,3.5,-158,128,fd,,C,28,,,,closed,,,151,,5384,3.5,-150,114,3.5,-155,19,2024-10-30 23:20:55,0,0,47,47,5,0,16,6,2,1,4.7,0.69031642584388,0.12722555612481667,4,1.2,19,26.5,,
Dillon Brooks,HOU,25117,ast,10.5,-122,100,fd,,G,9,,,,closed,,,156,,3352,10.5,-120,-110,10.5,-137,36,2024-10-30 20:31:44,8,8,140,140,3,2,14,9,3,2,11.7,0.55732532345959,0.014149359082204715,3,1.2,10,111.1,,
Amen Thompson,HOU,25117,ast,7.5,-114,-106,fd,,G,1,,,,closed,,,156,,5980,7.5,-140,-106,8.5,100,19,2024-10-31 20:16:56,8,8,140,140,4,1,18,3,2,1,8.7,0.57957402804464,0.08797229825923647,3,1.2,10,111.1,,
Luka Doncic,DAL,25117,blk,38.5,-120,-106,fd,,G,77,,,,closed,,,335,,3469,38.5,-115,-115,38.5,-105,19,2024-10-30 23:20:53,0,0,26,26,2,3,7,10,3,1,39.7,0.55253512118255,0.012981055501341654,3,1.2,3,128.4,,
Alperen Sengun,HOU,25117,blk,22.5,-111,-115,fd,,C,28,,,,closed,,,335,,5384,22.5,-110,-120,21.5,-110,19,2024-10-30 23:20:54,0,0,26,26,4,1,13,10,2,1,23.7,0.55531350531582,0.05559594253727951,3,1.2,13,137.5,,
Luka Doncic,DAL,25117,to,39.5,-118,-108,fd,,G,77,,,,closed,,,336,,3469,39.5,-115,-115,38.5,-115,19,2024-10-30 23:20:53,1,1,50,50,2,3,6,11,3,1,40.7,0.55230687018182,0.020363539827430166,3,1.2,5,151.3,,
Jeremy Sochan,SAS,25118,pa,26.5,-115,-111,fd,,F,10,,,,closed,,,338,,5494,26.5,-115,-111,27.5,-125,19,2024-10-31 07:14:58,1,1,56,56,3,2,6,3,1,2,25.3,0.54992610889579,0.045355035828934076,3,-1.2,25,188.8,,
Devin Booker,PHO,25119,pa,34.5,-108,-118,fd,,G,1,,,,closed,,,338,,3024,35.5,-110,-120,33.5,-120,19,2024-10-31 08:14:52,1,1,66,66,4,1,11,10,3,3,33.3,0.63808479408796,0.17883461958623126,4,-1.2,3,173.1,,
Harrison Barnes,SAS,25118,ast,12.5,-110,-110,fd,,F,40,,,,closed,,,156,,2765,12.5,-115,-110,12.5,-105,19,2024-10-31 07:15:00,1,1,108,108,1,4,7,15,3,3,13.6,0.54265456880184,0.035976904076240046,3,1.1,28,118.6,,
Jeremy Sochan,SAS,25118,ast,15.5,-110,-110,fd,,F,10,,,,closed,,,156,,5494,15.5,-120,-110,16.5,-115,19,2024-10-31 07:14:58,1,1,108,108,2,3,6,3,2,2,14.4,0.60841327354269,0.16151624949059007,4,-1.1,28,118.6,,
Chris Paul,SAS,25118,pr,11.5,-115,-111,fd,,G,3,,,,closed,,,337,,2307,11.5,-115,-111,10.5,-120,19,2024-10-31 07:15:00,0,0,35,35,3,2,13,9,2,4,12.6,0.60504169590545,0.13116490973627604,4,1.1,16,70.2,,
Jalen Green,HOU,25117,pa,30.5,-120,-106,fd,,G,4,,,,closed,,,338,,5252,30.5,-115,-115,31.5,-137,36,2024-10-30 20:31:44,4,4,106,106,2,3,8,15,2,3,31.6,0.5376783722059,-0.014256317622516668,2,1.1,13,181.6,,
Bradley Beal,PHO,25119,pts,3.5,-140,112,fd,,G,3,,,,closed,,,151,,2735,3.5,-140,105,3.5,-150,19,2024-10-31 08:14:51,0,0,48,48,3,2,6,7,2,3,4.5,0.65770404416541,0.1274926471407028,4,1.0,8,24.9,,
Zach Collins,SAS,25118,pra,4.5,126,-154,fd,,F,23,,,,closed,,,157,,3320,4.5,115,-155,3.5,-150,19,2024-10-31 20:17:03,0,0,35,35,0,2,4,9,2,2,3.5,0.72544495330961,0.19651310480935674,4,-1.0,6,42.0,,
Victor Wembanyama,SAS,25118,3pm,1.5,-148,116,fd,,C,1,,,,closed,,,162,,5971,1.5,-145,110,1.5,-140,19,2024-10-31 07:14:58,0,0,71,71,4,1,12,6,3,3,2.5,0.71270250481635,0.1942582513138838,4,1.0,26,14.2,,
Kyrie Irving,DAL,25117,blk,28.5,-104,-122,fd,,G,11,,,,closed,,,335,,2074,28.5,-110,-120,29.5,-105,19,2024-10-30 23:20:58,0,0,26,26,3,2,11,10,4,0,29.5,0.52665267789298,0.033049483559306925,3,1.0,3,128.4,,
Devin Booker,PHO,25119,blk,30.5,-111,-115,fd,,G,1,,,,closed,,,335,,3024,31.5,-115,-115,30.5,-105,19,2024-10-31 08:14:52,0,0,12,12,4,1,10,10,3,3,29.5,0.63330771597515,0.18401007769267175,4,-1.0,5,131.9,,
Alperen Sengun,HOU,25117,to,27.5,-122,-104,fd,,C,28,,,,closed,,,336,,5384,27.5,-110,-120,27.5,-105,19,2024-10-30 23:20:54,1,1,50,50,4,1,12,11,3,0,28.5,0.54139897487562,-0.01483137358698644,2,1.0,9,155.1,,
Luka Doncic,DAL,25117,ast,30.5,-106,-114,fd,,G,77,,,,closed,,,156,,3469,30.5,-110,-114,29.5,-137,36,2024-10-30 20:31:43,8,8,140,140,2,3,7,10,3,1,31.4,0.53971460046729,0.04887931788926181,3,0.9,3,106.6,,
Jordan Clarkson,UTH,25118,ast,16.5,-118,-104,fd,,G,0,,,,closed,,,156,,2837,16.5,-115,-115,16.5,-115,10,2024-11-01 00:12:31,1,1,108,108,4,1,7,5,1,1,15.6,0.58658172923826,0.15060262273658698,4,-0.9,13,112.1,,
Dereck Lively,DAL,25117,pra,8.5,114,-140,fd,,C,2,,,,closed,,,157,,5976,8.5,110,-140,7.5,-113,10,2024-10-31 05:12:02,1,1,52,52,3,2,8,10,0,3,7.6,0.64819163096732,0.11118565308683431,4,-0.9,21,44.7,,
Keyonte George,UTH,25118,pra,2.5,-164,134,fd,,G,3,,,,closed,,,157,,5986,2.5,-164,125,2.5,-164,10,2024-11-01 00:12:27,0,0,35,35,4,1,11,9,3,2,3.4,0.66026011180388,0.06285774095258728,3,0.9,18,44.6,,
James Harden,LAC,25119,stl,0.5,-235,180,fd,,G,1,,,,closed,,,160,,2332,0.5,-225,165,0.5,-225,19,2024-10-31 08:14:53,1,1,22,22,4,1,18,6,2,1,1.4,0.75340303605839,0.07400007267898145,3,0.9,16,8.1,,
Klay Thompson,DAL,25117,to,18.5,-104,-122,fd,,G,31,,,,closed,,,336,,2142,17.5,-120,-110,17.5,-115,19,2024-10-30 23:20:56,1,1,50,50,2,3,9,9,3,0,17.6,0.6132648199223,0.20294253138605,5,-0.9,5,151.3,,
Victor Wembanyama,SAS,25118,pr,15.5,100,-128,fd,,C,1,,,,closed,,,337,,5971,15.5,100,-128,15.5,-120,19,2024-10-31 07:14:58,0,0,35,35,3,2,9,9,2,4,16.4,0.57239011374983,0.1447802274996599,4,0.9,16,70.2,,
Bradley Beal,PHO,25119,pa,24.5,-120,-106,fd,,G,3,,,,closed,,,338,,2735,24.5,-110,-120,24.5,-105,19,2024-10-31 08:14:52,1,1,66,66,3,2,8,5,4,1,25.4,0.53267886292303,-0.023422084641111618,2,0.9,3,173.1,,
Devin Booker,PHO,25119,pts,4.5,-152,124,fd,,G,1,,,,closed,,,151,,3024,4.5,-152,120,4.5,-145,19,2024-10-31 08:14:52,0,0,48,48,3,2,15,6,5,1,5.3,0.61048178060827,0.012114531008447615,3,0.8,8,24.9,,
Giannis Antetokounmpo,MIL,25116,reb,0.5,-200,154,fd,,F,34,,,,closed,,,152,,2803,0.5,-210,160,0.5,-210,19,2024-10-31 05:13:50,0,0,15,15,4,1,14,5,2,1,1.3,0.72746820696599,0.09120231044898502,3,0.8,13,5.0,,
Dereck Lively,DAL,25117,ast,8.5,-114,-106,fd,,C,2,,,,closed,,,156,,5976,8.5,-115,-106,7.5,-102,10,2024-10-31 05:12:04,8,8,140,140,2,3,9,9,0,3,9.3,0.57844333917621,0.08584977705007846,3,0.8,3,106.6,,
Bradley Beal,PHO,25119,ast,16.5,-115,-105,fd,,G,3,,,,closed,,,156,,2735,16.5,-115,-115,16.5,-110,19,2024-10-31 08:14:51,0,0,138,138,4,1,7,6,4,1,17.3,0.52089651117346,-0.026150000849618216,2,0.8,4,107.0,,
Ivica Zubac,LAC,25119,ast,15.5,-114,-106,fd,,C,40,,,,closed,,,156,,3190,15.5,-110,-120,16.5,-110,19,2024-10-31 08:14:56,0,0,138,138,2,3,12,12,4,1,16.3,0.54921058020756,0.030974247056296755,3,0.8,18,113.5,,
Luka Doncic,DAL,25117,pra,8.5,-142,116,fd,,G,77,,,,closed,,,157,,3469,8.5,-142,116,8.5,-137,36,2024-10-30 20:31:43,1,1,52,52,2,3,7,10,3,1,9.3,0.58316646005861,-0.006152934266312637,2,0.8,21,44.7,,
Tari Eason,HOU,25117,pra,4.5,102,-124,fd,,F,17,,,,closed,,,157,,5528,4.5,102,-140,4.5,-120,19,2024-10-31 14:17:44,1,1,52,52,4,1,16,3,1,1,5.3,0.61048178060827,0.2331731968287053,5,0.8,16,44.0,,
James Harden,LAC,25119,pra,6.5,128,-158,fd,,G,1,,,,closed,,,157,,2332,5.5,-135,105,5.5,115,19,2024-10-31 08:14:53,2,2,50,50,2,3,17,7,3,0,5.7,0.50501512787504,0.15143449155509114,4,-0.8,17,44.1,,
Bobby Portis,MIL,25116,to,21.5,-118,-108,fd,,F,9,,,,closed,,,336,,3027,21.5,-125,-110,21.5,-125,19,2024-10-31 05:13:49,0,0,39,39,0,5,6,13,1,1,22.3,0.52738848166769,-0.02567212708850486,2,0.8,16,156.7,,
Harrison Barnes,SAS,25118,to,16.5,-104,-122,fd,,F,40,,,,closed,,,336,,2765,16.5,-105,-122,15.5,-120,19,2024-10-31 07:14:59,1,1,22,22,1,4,9,13,3,3,17.3,0.52403535518375,0.02791550439889423,3,0.8,24,160.6,,
Keyonte George,UTH,25118,pr,8.5,-111,-115,fd,,G,3,,,,closed,,,337,,5986,8.5,-111,-130,8.5,-104,10,2024-11-01 00:12:29,0,0,35,35,3,2,11,9,4,1,9.3,0.58316646005861,0.10854164930060095,4,0.8,14,70.0,,
Zach Collins,SAS,25118,ast,6.5,102,-124,fd,,F,23,,,,closed,,,156,,3320,6.5,102,-130,6.5,-105,19,2024-10-31 20:17:03,1,1,108,108,1,1,6,7,2,2,7.2,0.53154196238793,0.07371476402361854,3,0.7,28,118.6,,
Keldon Johnson,SAS,25118,ast,13.5,-102,-120,fd,,F,0,,,,closed,,,156,,4489,12.5,-130,100,13.5,100,10,2024-10-31 20:12:16,1,1,108,108,2,3,8,11,2,3,14.2,0.5918628071138,0.17212046114693724,4,0.7,28,118.6,,
Derrick Jones,LAC,25119,ast,9.5,-108,-112,fd,,F,55,,,,closed,,,156,,3285,9.5,-108,-112,9.5,-120,19,2024-10-31 08:14:54,0,0,138,138,2,3,13,11,3,1,10.2,0.51989366111095,0.0012766806581259726,2,0.7,18,113.5,,
Giannis Antetokounmpo,MIL,25116,pra,11.5,-130,106,fd,,F,34,,,,closed,,,157,,2803,11.5,-130,100,11.5,-130,19,2024-10-31 05:13:50,0,0,43,43,1,4,9,9,0,3,12.2,0.56107528747418,-0.007328337545681518,2,0.7,12,43.5,,
Giannis Antetokounmpo,MIL,25116,stl,0.5,-166,130,fd,,F,34,,,,closed,,,160,,2803,0.5,-188,145,0.5,-200,19,2024-10-31 05:13:51,0,0,16,16,2,3,8,11,2,1,1.2,0.6988057880878,0.11977313030936637,4,0.7,23,9.2,,
